Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,
Tunisia,TUN,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.78999996185303,,,8.10999965667725,,,,,,,,14.0241003036499,16.9409999847412,18.1777992248535,19.9775009155273,21.9034996032715,22.8815994262695,29.1595001220703,26.0608005523682,30.2450008392334,,26.8414001464844,,,,,
Tunisia,TUN,"Labor force, total",SL.TLF.TOTL.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2521819,2600034,2675175,2764820,2851620,2934546,3012283,3087100,3133669,3177959,3221210,3258502,3294136,3328887,3363181,3397403,3492965,3563483,3640083,3728599,3807781,3872163,3962510,3955425,3972201,3993436,4012596,4036987,4061682,4087509,
Tunisia,TUN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9129449813805,22.9553921217953,23.1869690767894,23.2099377174644,23.3033503762773,23.5429603079999,23.8275752975401,24.1314826212303,24.2975885455675,24.4896488595353,24.7034499458278,24.9329599920454,25.1900042985475,25.4672507657965,25.7588871963775,26.062554250997,26.768404493031,26.7989492302896,26.896666916661,26.6942355560359,26.585667610611,26.4369036117539,26.9350235078271,27.1069986158251,27.0235066150983,26.8802605074928,26.7069747365546,26.550221737152,26.4102162601602,26.3160521481421,
Tunisia,TUN,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.7290000915527,48.7330017089844,48.5769996643066,48.6230010986328,48.6150016784668,48.576000213623,48.4910011291504,48.431999206543,47.9860000610352,47.5390014648438,47.0989990234375,46.6749992370605,46.2560005187988,45.8520011901855,45.4710006713867,45.1160011291504,45.5800018310547,45.7099990844727,45.9329986572266,46.3450012207031,46.7000007629395,46.9809989929199,47.6500015258789,47.1940002441406,47.0229988098145,46.8699989318848,46.7060012817383,46.5270004272461,46.3139991760254,46.1240005493164,
Tunisia,TUN,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.4911994934082,64.5988006591797,64.752799987793,65.4653015136719,67.2779998779297,67.4326019287109,69.801399230957,63.5700988769531,63.4906005859375,,67.2292022705078,,,,,
Tunisia,TUN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3520,3660,3930,3960,4120,4270,4560,4880,5120,5460,5760,6070,6200,6580,7110,7440,8030,8640,9050,9390,9750,9660,10190,10540,11050,11230,11410,11670,12070,,
Tunisia,TUN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,220,250,260,270,310,400,460,610,760,810,850,940,1130,1360,1420,1280,1180,1160,1150,1140,1270,1330,1290,1410,1460,1680,1660,1710,1790,1970,2120,2150,2260,2270,2240,2180,2460,2900,3160,3330,3530,3850,4070,4130,3990,4100,4160,4160,3960,3760,3520,3500,,
Tunisia,TUN,GNI (current US$),NY.GNP.MKTP.CD,,,,,,966666666.666667,1014285714.28571,1048761904.7619,1164761904.7619,1234095238.09524,1380190476.19048,1628609676.80245,2162020540.76713,2610531309.29791,3419931271.47766,4192890877.45464,4316231343.28358,4910256410.25641,5752282556.46324,6921771217.71218,8450728574.95678,8126164439.04415,7839004570.84815,8082793164.40778,8000643666.32338,8058478130.61714,8596473551.63728,9210208760.70955,9598507810.67848,9623617402.29643,11882386363.6364,12518043478.2609,14770013568.521,13685164889.9073,14744266508.5014,17173628000.423,18549619889.0487,19840491907.044,20936155264.7756,22039538020.5699,20524768366.528,21154514492.2499,22191320250.4044,26408459448.9717,29935447611.401,30635964236.1646,32797145003.7566,36813641329.7955,42244136027.9198,41370139968.8958,41983512644.963,43650376473.931,43139659261.1563,44189819659.014,45928491488.4844,41813111745.5139,40617644320.2979,38573034636.6868,38497173221.5044,,
Tunisia,TUN,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,1048259162.76754,1188350816.39581,1277419097.04811,1384907061.26631,1621245733.99319,2106628291.39356,2481143854.09825,3357997474.23218,4317434271.86299,4714807457.46111,5019215574.15553,5707669881.23055,7011626009.46823,8688615927.60542,9277990089.5887,8596535620.90286,8165003983.02401,8285176306.97218,8406502375.88551,8556070554.58922,9789347315.0286,10509368062.4916,10433277132.9773,11648449219.1237,12339200170.9975,14453434665.0837,14570473250.1971,15312850357.1265,16321857730.4147,18235473730.6199,19891692062.4171,20449492354.7455,21751730973.5695,22073286430.3291,21977572720.0593,21504449466.0605,24420035236.7162,29082527102.8019,31978297536.7779,34015852145.0099,36402028934.5735,40121220164.0487,42860160961.6032,43935806596.8323,42814740552.7553,44472345780.5631,45530365364.4965,46075626104.382,44321647733.9503,42516685323.4361,40264147437.0525,40452512429.6335,,
Tunisia,TUN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,2.34998388270366,2.63488261374386,2.34635129405774,2.74407008583,9.22638462663916,8.26312555267124,6.98648551906144,7.72446197828476,7.72397414171836,16.6088604003531,16.0962594335632,14.1777277689674,11.155079903954,11.9328308590206,11.7093447498554,10.9507508590133,4.96599850891906,6.06916826477621,4.73857677306445,6.68610001283072,6.71160898077922,4.40539800197153,4.0712447607213,3.4940104503754,2.7969377804255,2.54625650879817,2.85681230227113,2.21637114200796,1.3550005368936,1.98154013747663,3.30838922766507,2.41212268100121,2.43248679601837,2.17979397012148,2.67735437961983,3.90470418046173,4.22002692596385,5.58514184704145,5.948611015328,3.38647747473271,4.32738391840222,5.27839677917788,5.31694120232857,4.49018538296982,3.50998425001154,1.70073581036469,1.31620511797813,1.54743191543553,,,
Tunisia,TUN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3639.38921320137,3823.38947194115,4124.73225607116,4225.60678245712,4367.61604808777,4485.29865127993,4818.8622772619,5098.37202862082,5337.21582710808,5680.13190479663,6021.26439467363,6331.13634972873,6465.27773021643,6843.69221140729,7408.82485472869,7839.8681163893,8421.99883300061,9135.79988108653,9605.9213770603,9868.30563941262,10227.3259551238,10139.1314565661,10642.5378970617,11032.939570612,11460.3482642504,11598.860383288,11743.4899040267,12047.0511356555,12502.8201886876,,
Tunisia,TUN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,217.911274365173,224.294846143586,229.028956100784,250.693862685395,260.408480233691,284.220454451994,325.564338723167,422.856453327632,504.827938675886,641.104608577766,765.189375282056,779.045406286451,863.066590651129,984.801238370901,1157.37792338305,1371.83571580932,1286.55417100179,1206.64135553785,1203.6584073266,1156.91373473711,1147.42859426648,1199.56189916744,1259.13565511809,1281.20145726783,1253.32655269715,1491.12212876029,1551.37689316461,1799.11032878215,1660.8753792643,1743.15453270062,1975.90029490707,2113.5862918713,2208.2053029448,2292.71294685292,2386.58924421382,2211.82681728547,2253.04470970244,2344.41353342533,2760.41431350156,3111.38270290128,3193.20656949373,3370.03392588511,3775.75001016077,4307.15587838971,4128.46278261191,4141.97635336459,4264.67494604737,4152.67858707583,4222.70324540611,4305.47416504834,3861.68853113497,3698.05850375479,3482.18672918633,3447.50790975551,,
Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,991047619.047619,1040952380.95238,1085714285.71429,1214666666.66667,1289904761.90476,1439238095.2381,1685217058.71103,2237476420.03773,2730787476.28084,3545933562.42841,4328610489.68432,4507929104.47761,5109324009.32401,5968044209.51466,7188191881.91882,8744134354.16152,8428513568.24625,8133401049.60217,8350176782.55746,8254891864.05767,8410185739.96405,9018136020.15113,9696271268.25148,10096292842.1543,10102075213.3151,12290568181.8182,13074782608.6957,15497286295.7938,14608946896.483,15632463424.2784,18030876599.3444,19587322786.1105,20746360430.4187,21803372266.6198,22943685719.103,21473188881.5933,22066101341.4888,23142294436.2383,27453084982.5378,31183139301.4853,32273007553.5687,34378437265.2141,38908069299.204,44856586316.0458,43454935940.1614,44050929160.2627,45810626509.4474,45044112939.3687,46251061734.4741,47632326088.237,43173480831.9739,41802653631.2849,39813383483.5083,39871132267.9361,,
Tunisia,TUN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,1.52790153723122,4.13144803723935,1.32910787862069,1.3807636550823,6.59928788286641,5.48330618003006,2.88672356045552,8.56080334373939,24.3947260899814,4.99456034144978,2.89755292567338,9.65330908687739,6.46492999090562,10.3878412099424,12.7987624456662,11.4107480104638,16.0076605153096,12.7007164022213,6.98120274567067,3.59712104271333,3.52266784733939,5.17071148034405,7.7041939587163,8.82928330636774,4.4765044784089,7.03680209091982,5.69154488483102,4.69134334377286,4.52605759681764,5.3510954083644,4.35659537485562,14.1253366026589,3.27167588418129,3.36141892224116,3.28333993474057,3.91434595315603,2.28509587675569,2.68441031316364,3.3515803297099,4.1755776414588,3.83713623557584,2.10726388994019,6.34636174662622,3.03311211705064,3.81541450512294,4.2793107016002,4.89636662210235,3.82251953534715,4.50841023498094,3.49221698144689,4.70365523578032,5.35268311972939,6.90751710956398,,
Tunisia,TUN,Population density (people per sq. km of land area),EN.POP.DNST,,27.2794927909372,27.7129312564367,28.1930226570546,28.7146884654995,29.2735646240989,29.8725540679712,30.5130728630278,31.1870429969104,31.8833032955716,32.5940332131823,33.3180677136972,34.0585607621009,34.8181192070031,35.6010234294542,36.4116503604531,37.2456101956746,38.1048210607621,39.0071511328527,39.9765447991761,41.0275424819773,42.1680677136972,43.3865151905252,44.6532633882595,45.9273300720906,47.1781282183316,48.3899201853759,49.567044284243,50.7230432543769,51.8808573635427,53.0541709577755,54.2472772914521,55.4445223995881,56.6164521112255,57.7234552008239,58.737113800206,59.6507466529351,60.4732427909372,61.2117469104017,61.8794284243048,62.4893795056643,63.0400553553038,63.5379183831102,64.014398815654,64.510021884655,65.05388130793,65.6617790937178,66.3280509783728,67.0341979917611,67.7503475798146,68.4554840370752,69.1418640576725,69.8184989701339,70.5004570030896,71.2100991246138,71.9615666838311,72.7596936148301,73.5932221936148,74.4413233779609,,
Tunisia,TUN,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9897.881836,,,,,,,,,,9897.881836,,,,,,,,,,9897.881836,,,,,,,,,,
Tunisia,TUN,Rural land area (sq. km),AG.LND.TOTL.RU.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144635.9063,,,,,,,,,,144635.9063,,,,,,,,,,144635.9063,,,,,,,,,,
Tunisia,TUN,Land area (sq. km),AG.LND.TOTL.K2,,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,,
Tunisia,TUN,Informal employment (% of total non-agricultural employment),SL.ISV.IFRM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,TUN,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.8390002250671,27.3639993667602,27.0329990386963,26.6600008010865,26.6079998016357,26.4609994888305,26.3680000305176,26.275999546051,26.158998966217,26.0740003585815,25.9890007972718,25.9409999847412,25.8229990005493,25.7080011367798,25.6500000953674,26.2679991722107,24.9500007629395,23.9299998283386,23.851999759674,24.7229995727539,22.9310007095337,21.6190009117126,20.7460010051727,20.5969998836517,20.4760007858277,20.3460004329682,20.2130002975463,20.079000711441,19.9640007019043,
Tunisia,TUN,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,30.1,,,,,25,,,,,25.8,,,,,19.3,,,,,14.1,,,,,9.3,,,,,4.2,,,,,
Tunisia,TUN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,14.3955410340188,13.4858188472095,14.5263157894737,10.85149756939,12.6698168930892,24.7485442032822,24.4325919201089,24.7400468384075,26.4136193867802,32.2070034888228,32.9160445618468,34.0144852560786,38.0126830603586,38.7374693023069,41.9678302532512,45.6009038271431,49.8390197020663,47.4398468070935,42.7197826432138,44.3281766577257,38.1331661513472,37.302385341601,35.8157131656565,41.6576218737732,47.6616023107645,50.6042142441081,45.3203977121575,46.4650002188854,47.9656284525677,47.8721116999077,48.8100962948193,43.6109785328039,41.3866297061464,41.4596717349713,39.9260723550291,42.9092218677484,46.7352306553478,44.5570705197955,42.906655584862,44.7271528839865,45.3189558405579,47.9108434208887,52.989361531426,58.6965647266582,47.9770677537442,54.6517695009872,55.9973144039124,57.9848595112743,56.4833433363364,55.901906130434,51.5908186531679,51.3712230808724,56.9425224112246,62.0400455204866,,
Tunisia,TUN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,19.0467038247165,21.0430009149131,21.2105263157895,20.934608750196,22.1352628470171,21.9957649550026,24.1034952337721,25.3489461358314,26.0575002171458,35.3663263987595,31.043987596187,29.0843248836006,29.5816414982435,30.9634043238456,38.9801505817933,40.237254625053,41.3719365689572,36.9099159104155,34.3642490428891,32.9626972740316,32.1032158784891,30.1826713591419,34.8263288240638,42.0178740502967,44.3456136143234,43.5570513235389,40.3656225059856,39.5350873352887,40.4453392893678,44.9322743426627,44.9043502738714,42.1093762292631,39.1140807378157,38.5197865270366,37.9790415861375,39.5467039034019,42.8166884538453,40.7845866741233,39.483452208304,42.2211408238196,44.9322920398366,46.0270074763373,51.086110620818,55.6582675626676,45.039811033928,49.4968638241521,48.5317604299435,48.546217436294,46.9665615796849,44.9242815839655,40.6423022561345,40.6398781184536,44.3782215324242,48.9165195589326,,
Tunisia,TUN,Military expenditure (% of general government expenditure),MS.MIL.XPND.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.32685233841303,6.32905138339921,6.19164619164619,6.4017895185343,6.25820146661521,6.67414179748146,6.7090108401084,6.61689961880559,6.17887365042311,6.13768018321433,6.04531797696545,5.89839058371367,6.0264064293915,5.90531030070377,6.00652238363475,6.03391684901532,5.15454619988522,5.19746429612358,5.02901609074123,5.15088515088515,5.32948711162864,5.07900138431429,5.06320282360667,6.40141137401411,7.78209801539085,8.17632086386425,7.07333720096918,6.89164583526217,,
